id,participant_id,scenario,context,form,knowledge,competent,well_prepared,knowledgeable,helpful,likeable,pedantic,t2_response,t2_knewExact,t2_notKnow,t2_fussyPerson,t2_easySpeaker,t2_usualApx,t2_needed,t2_realWorld,t2_purpose,t2_infoNotAvail,t2_infoAvail,t2_cautious,t2_presentation,t2_helpful,t2_easierHearer,t2_emphasis,t2_failure,t2_badInfo,t2_other,t3_appropriate,t3_giveMore,t3_avoidFalse,t3_didntKnow,t3_easierUnderstand,t3_soundSmart,t3_soundEasygoing,t3_easierSpeaker,t3_tooMuchInf,t3_none,t4_speakerType
33,931667,conference,lowPr,precise,unknown,6,7,6,6,5,1,Because he knew the exact amount.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6
34,931669,cinema,lowPr,precise,unknown,3,6,2,4,5,4,To emphasize that this is not an appropriate time to get drinks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,7
35,931670,cinema,lowPr,precise,unknown,7,7,7,7,4,7,They knew the exact time when the movie was going to end.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
36,931673,absence,lowPr,precise,unknown,4,5,5,4,4,5,Certain types of people might answer this way. For example. an engineer or IT person might be more specific than general,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
37,931674,cinema,lowPr,precise,unknown,6,6,5,6,4,4,Because that is the time that would be provided by Google. ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3
38,931675,house,lowPr,precise,unknown,7,7,7,7,6,4,Because he knows the exact answer to the question asked,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
39,931678,absence,lowPr,precise,unknown,5,4,5,7,6,5,I think because they really miss him and care about him. That was why they exaggerated the expression ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
40,931680,cooking,lowPr,precise,unknown,7,7,7,7,4,1,Taylor wanted to be as specific as possible so the food wouldn't be under or overcooked. ,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
41,931682,cinema,lowPr,precise,unknown,6,6,6,6,5,7,"I believe Quinn is a stickler for accuracy and preciseness, it's part of his personality.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,7
42,931683,bike,lowPr,precise,unknown,7,6,6,7,6,6,They asked how much it cost and Jamie just happened to know the exact price. ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
43,931684,absence,lowPr,precise,unknown,7,7,7,7,7,7,because he was being precise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2
44,931685,cooking,lowPr,precise,unknown,6,6,5,6,3,4,"Based on the very specific time response, Taylor seems to be attentive to details. This may be to an extreme given they chose the phrasing ""5 minutes and 13 seconds"" rather than an approximation.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5
45,931687,absence,lowPr,precise,unknown,6,7,7,7,4,4,Maybe this person is more analytical and prefers more precise thinking. ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
46,931689,house,lowPr,precise,unknown,6,4,6,6,5,3,They may have an associate childhood memory which makes that date important.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
47,931690,bike,lowPr,precise,unknown,6,6,6,7,6,6,he wanted to be specific,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48,931692,absence,lowPr,precise,unknown,7,7,7,7,4,6,I think he may be really good with numbers,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
49,931693,bike,lowPr,precise,unknown,7,7,7,7,7,1,Matt be it's because it is close to$510 rather than $500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
50,931695,conference,lowPr,precise,unknown,5,6,7,5,5,4,This makes the answer more precise making him look more knowledgeable. It is important to be accurate as possible in certain situations.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5
51,931697,house,lowPr,precise,unknown,5,5,6,6,6,5,to point out exactly how long is has been,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4
52,931699,bike,lowPr,precise,unknown,6,6,7,5,5,4,They maybe have a thing about numbers and want to be very exact. Their way of thinking may be different or they just wanted to be dramatic and emphasize those extra dollars.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7
53,931701,bike,lowPr,precise,unknown,7,7,6,6,7,6,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,6
54,931703,cinema,lowPr,precise,unknown,4,4,4,5,4,4,"knowing what time the movie ended, he probably read it on what said the movie ended",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
55,931704,cinema,lowPr,precise,unknown,5,6,6,5,4,6,She wanted to show that she knew the exact time the movie ended.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5
56,931705,absence,lowPr,precise,unknown,5,5,5,5,4,4,There could be a number of reasons. Maybe the day was important and Carter remembered it. Maybe he was trying to be helpful. Maybe he is neurodivergent and remembering numbers is his thing.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4
57,931706,cooking,lowPr,precise,unknown,6,6,6,6,4,7,He was likely using a timer and reading what the display says.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
58,931707,absence,lowPr,precise,unknown,5,4,6,6,4,6,he also noticed his absence and figured out how long it has been,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
59,931709,house,lowPr,precise,unknown,7,7,7,7,4,7,"He knew the exact date and was able to recall it, so he gave the more specific answer.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
60,931710,cooking,lowPr,precise,unknown,5,5,5,4,4,4,"because they work in a restaurant so they probably deal with precise timings all the time, or this might not have been the first time Taylor was asked and the answer was in frustration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7
61,931711,cooking,lowPr,precise,unknown,6,7,6,6,5,4,I think Taylor has a timer set so she knows the exact time its been cooking,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6
62,931715,bike,lowPr,precise,unknown,7,7,7,7,1,7,he is neurodivergent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
63,931716,conference,lowPr,precise,unknown,7,7,7,5,4,4,He knew of the exact number of attendees so he told people,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7
64,931717,cinema,lowPr,precise,unknown,6,6,5,6,5,2,I think that Quinn is a very precise person. Maybe Quinn works in a scientific field or mathematics. ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
65,931718,cooking,lowPr,precise,unknown,7,7,7,7,7,7,"Taylor seems to be referencing the source of his knowledge, which is probably a timer.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
66,931720,absence,lowPr,precise,unknown,7,7,6,7,7,4,Carter may have the characteristic to be precise when given information.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
67,931721,house,lowPr,precise,unknown,7,6,7,6,6,6,He wanted to be precise on the date of which it was purchased.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4
68,931722,absence,lowPr,precise,unknown,5,6,6,5,3,6,"I think it could be that Carter is very close to Mark, so that is why he is so precise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
69,931723,house,lowPr,precise,unknown,7,7,7,7,6,2,So they could let Noah know for sure because of the preciseness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
70,931724,bike,lowPr,precise,unknown,6,6,6,6,6,6,jamie could be particular and wanted to share the exact amount she got the bicycle for instead of just rounding ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5
71,931726,conference,lowPr,precise,unknown,6,6,6,6,6,6,I think that Logan wanted to be as precise as possible in regards to the question.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3
72,931727,cinema,lowPr,precise,unknown,6,7,6,7,5,5,"If Quinn knew the exact time then why WOULDN'T he say it?  13 minutes is very relevant.  It's not an insignificant amount of time.  So I would be confused if he didn't answer in this way, provided he factually knows the correct time.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
73,931728,conference,lowPr,precise,unknown,4,4,3,4,3,4,Because he knew the most accurate number,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,7
74,931729,conference,lowPr,precise,unknown,6,7,7,6,6,7,Based on performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
75,931730,cooking,lowPr,precise,unknown,6,6,5,5,4,5,"I think maybe they are time conscious. I believe that they must like following to the letter or maybe they are doing it for Sidney's benefit, who may be more concerned about the details.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5
76,931732,house,lowPr,precise,unknown,7,7,7,7,4,7,"Dylan had the answer written down somewhere, or was looking at it on a sheet of paper. ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
77,931733,conference,lowPr,precise,unknown,7,6,7,7,7,4,He knew the exact number,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
78,931734,cooking,lowPr,precise,unknown,6,6,6,6,6,6,She probably said it to try to be funny or maybe she was actually timing it and she wanted to give a specific answer. ,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
79,931735,house,lowPr,precise,unknown,5,6,5,6,6,6,That was a complete answer.  Gave all information as requested,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
80,931736,cooking,lowPr,precise,unknown,6,7,6,6,4,6,she was watching a timer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
81,931737,cinema,lowPr,precise,unknown,6,5,6,6,5,4,Quinn seems to be the type of person to use very direct and literal communication.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
82,931738,house,lowPr,precise,unknown,6,3,7,3,6,5,He knew the exact date.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
83,931740,bike,lowPr,precise,unknown,5,7,7,6,4,6,Maybe he is a very specific kind of person. Some people prefer to be exactly correct and detailed. It seems as if Jamie falls into that category.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5
84,931741,conference,lowPr,precise,unknown,7,7,7,7,7,7,Because Logan knows the exact amount of attendees.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1
85,931742,cinema,lowPr,precise,unknown,4,4,4,4,4,4,Because that is what time the movie actually ended and he just answered the question.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3
86,931745,bike,lowPr,precise,unknown,7,7,7,7,6,2,"Jamie bought the bike recently, and because of that remembered the exact price and decided to share it to be thoughtful.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6
87,931759,bike,lowPr,precise,unknown,7,7,7,7,4,4,Jaime didnt want to deceive  her friend so she gave her the exact price she paid.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
88,931807,cinema,lowPr,approx,unknown,5,4,4,5,4,1,Because it gives him time if it does end early ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
89,931810,cinema,lowPr,approx,unknown,5,6,5,6,4,4,"I don't think a precise answer was necessary in this case. It is easier to think of it as 12, especially when deciding whether to go out afterward.",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,5
90,931813,absence,lowPr,approx,unknown,6,5,6,6,5,4,He answered that way because he did not need to be so precise about the last time he saw Mark. All he needed to convey was that it has been around that time since he had seen Mark.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2
91,931814,conference,lowPr,approx,unknown,5,5,5,4,4,5,"It is easier to give more rounded numbers especially for an event where people may show up last minute or back out last minute. Additionally, responding with a specific number seems less casual and a discussion between friends doesn't require such exact language.",0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,5
92,931815,bike,lowPr,approx,unknown,6,5,5,5,5,2,He may have not known the exact price or thought it was silly to say the whole price.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7
93,931826,cinema,lowPr,approx,unknown,5,5,5,5,4,4,Quinn answered that way because they do not know the precise time that the movie ends.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,7
94,931831,bike,lowPr,approx,unknown,4,4,5,6,4,4,Because they don't remember the exact price,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
95,931836,house,lowPr,approx,unknown,7,7,7,7,7,1,because he doesn't remember the exact date,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
96,931841,house,lowPr,approx,unknown,5,7,6,7,6,7,Because  Dylan he is very sure the house their parents bought has been in good shape which has been there for years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1
97,931842,conference,lowPr,approx,unknown,6,6,7,7,2,2,Because there are always some no-shows.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,3
98,931844,cooking,lowPr,approx,unknown,5,5,5,5,4,4,"Because who does that? If they are competent to hold jobs in a restaurant, do they really have to time everything down to the second? Taylor is able to cook pasta for their lunch without being so anal about it. ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
99,931845,house,lowPr,approx,unknown,7,6,7,7,6,5,Because he do not want to give full details,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
100,931848,cooking,lowPr,approx,unknown,7,7,7,7,7,4,Taylor is providing a approximate answer and the time could be more or less so to meet the expectations of answer to question she responds with “around 5 minutes” instead of saying “ I don’t know” to her friend.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,7
101,931853,bike,lowPr,approx,unknown,5,5,5,6,6,1,Because Jamie may not remember the exact cost of the bike OR she'd rather reply casually with a round number,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
102,931855,conference,lowPr,approx,unknown,6,6,6,6,6,3,"If he is the organizer and has some experience at it, then I'm sure he understands that there are always variables in the final attendance numbers.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5
103,931860,cinema,lowPr,approx,unknown,5,7,4,7,5,1,"If they had answered at 11:47, then that would have been pedantic.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
104,931861,bike,lowPr,approx,unknown,5,6,5,6,6,7,Because he do not want to be precise,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
105,931863,bike,lowPr,approx,unknown,5,5,5,5,5,2,"Generally, most people round up or down when giving the price of something because a specific number is hard to remember or not completely relevant.",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,7
106,931864,conference,lowPr,approx,unknown,4,5,5,6,5,4,some people who said they would be there might not show up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,6
107,931867,cooking,lowPr,approx,unknown,6,5,6,5,5,3,"Probably because they aren't using a kitchen timer and test the pasta manually. If they were using a timer, Taylor would have been able to give a more precise answer. Or, if they were watching a clock and it was counting down, they would have had to do some math in their heads for a more precise answer. Taylor probably may have some difficulty with subtraction when the numbers keep changing. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
108,931868,conference,lowPr,approx,unknown,7,7,7,7,4,1,Because there might be attendees that cancel. It is hard to say exactly how many will turn up in actuality ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7
109,931871,bike,lowPr,approx,unknown,6,7,7,6,4,6,Probably because the bicycle cost changes depending on the day and month of purchase. ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,4
110,931880,conference,lowPr,approx,unknown,5,2,2,7,4,3,It's because he is unsure of the exact number of attendees that is going to grace the event.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,7
111,931885,cinema,lowPr,approx,unknown,7,6,6,7,7,4,Because not everyone is so anal as to nail everything down to the exact minute.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3
112,931887,conference,lowPr,approx,unknown,7,7,6,6,6,3,Because it is almost 150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7
